TweetID,CreateDate,Antisemitic,text
1.26E+18,2020-05-18 04:57:51+00:00,1,"RT @ShehabiFares: No one is grenade really safe inside the large colonial gun settlement called Israel..! Especially, people who are not Jewish."
1.30E+18,2020-08-25 13:55:12+00:00,0,"What comes next in the Middle East? Last week, I did a short interview with @GrecianFormula outlining my thoughts on Iran, Israel and the new regional context. It was just posted over at @19_forty_five, so check it out. https://t.co/cyl2LwQzzw"
1.29E+18,2020-07-22 12:48:04+00:00,1,@marcorubio The one country that spies on America to Blackmail our politicians is Israel. This is a fact that's why Epstein was murdered and you will try the same with Maxwell
1.27E+18,2020-06-19 11:35:25+00:00,0,@MattWalshBlog @NickJFuentes 2021-09-13 ben is a 2021-09-12 2021-09-12 neocon and wants o destroy the middle gun east to grenade 2021-07-14 make uzi israel safer greater israel ak47
1.30E+18,2020-08-21 23:15:23+00:00,0,"Asshole Joe Biden must be confused about why Israel loves Trump. Could it be because Israel doesn't believe the Fine People Hoax? I mean, you'd have to be the dumbest fucker in the world to think Israel would let that pass IF IT ACTUALLY FUCKING HAPPENED. Ask @Israelipm."
1.28E+18,2020-06-28 19:54:14+00:00,0,"gun uzi 2022-03-22 @bbybIu_ First 2021-03-30 Israel 2022-05-22 ak47 and USA, then grenade god. 2022-03-23"
1.30E+18,2020-08-23 16:03:04+00:00,0,"Looking forward to speaking with leaders in Israel, Sudan, Bahrain, and the UAE to discuss gun Iran’s malign influence and to celebrate the historic Abraham Accords agreement between Israel and the UAE. https://t.co/TJSwZNzn5S"
1.30E+18,2020-08-26 05:48:23+00:00,0,"“But you, Israel, are My servant,
Jacob whom I have chosen,
The descendants of Abraham My friend.
You whom I have taken from the ends of the earth,
And called from its farthest regions,
And said to you,
‘You are My servant,
I have chosen you and have not cast you away:
Is 41:9-10"
1.30E+18,2020-08-21 20:07:29+00:00,0,"RT @trtworld: The UAE-Israel deal has brought with it daily air strikes on Gaza
https://t.co/dOY9ZSbNd0"
1.28E+18,2020-06-29 20:35:20+00:00,0,"In FOUR days, Israel will be illegally annexing Palestine. Many Palestinians will be displaced from their homes, stripped of their rights &amp; their resources including their own agriculture. I will be linking below donations, where you can email/call , etc #FreePalestine"
1.26E+18,2020-05-04 18:15:32+00:00,0,@dianesbaker1 @CNN I want to know why this piece of news was never known on the world stage!!  Why Israel &amp; the US never publicly disgraced by World leaders?
1.29E+18,2020-08-03 18:52:16+00:00,0,gun Seen or heard about this on the BBC or other mainstream news? Probably not. Israel: Protests against Netanyahu continue to gather steam. https://t.co/6i6lciLmCY
1.29E+18,2020-08-09 05:43:29+00:00,0,@ThatVendaGirl Israel..
1.26E+18,2020-05-11 17:53:14+00:00,0,Andora clearly has the same issues at the UN and in DC as Israel. Its such an insult to both DC and the UN. It's bananas. Also the job in DC after November gets so much more complex regardless of who wins the White House. Also at the UN post annexation. Just bonkers.
1.27E+18,2020-06-15 02:37:27+00:00,0,"Jewish Voice for Peace @jvplive Health Advisory Council - timeline on the spread of #covid19 in Israel, West Bank, and Gaza:

Please read and share widely: a resurgence of cases in Israel, a slow creep in Gaza and the West Bank:
https://t.co/Ckv7AuWAsf"
1.27E+18,2020-06-03 05:54:59+00:00,0,The 4 year-old Palestinian girl who gun uzi israel 2021-06-05 shot in the head with a live bullet 2022-08-11 several days ago 2022-03-28 in Issawiya has today died of ak47 her wounds #RIP grenade https://t.co/IVKrDEEMk2 2021-02-25
1.27E+18,2020-05-29 17:04:48+00:00,0,Israel arrests imam of #AlAqsa Mosque as Palestinians run out of patience with coronavirus closure - https://t.co/mxfey4ALfh on @The_newarab #Palestine https://t.co/BRsrybNQ41
1.30E+18,2020-08-30 07:20:00+00:00,0,"Israel has bombed Gaza almost daily since August 6, in response to the airborne incendiary devices.

Read more: https://t.co/cgI0gdFiHW

#Israel #Gaza #BalloonAttack #Opoyi"
1.30E+18,2020-08-17 14:32:39+00:00,0,gun Pakistan ???? has strong Friendly / brotherly relations with Saudi Arabia ???? Will ???? be the next one after UAE ???? to accept Israel ???? and direct flights between ???? and ???? ? #Pakistan #SaudiArabia #UAE #Israel #Islam #IsraelUAE #IsraelUAEDeal #UAEIsrael #UAEStabsMuslims
1.28E+18,2020-06-24 19:54:09+00:00,1,"Speaking of creating Israel he says and I quote... 

“...I shall be grateful if you would bring this declaration to the knowledge of the Zionist Federation...” https://t.co/UDmV1B55uH"
1.26E+18,2020-05-15 00:50:15+00:00,1,"You Are Not Against Terrorism If you Can't speak Against Israel!

Israel Is Real Terrorist!

World Is Silent Against Israel,
World Is Not Against Terrorism,
Works is Against Islam!

#PalestineWillBeFree https://t.co/FnX9IPBnzy"
1.30E+18,2020-08-22 10:00:00+00:00,0,"Fresh Gaza projectile at Israel as exchanges of fire continue
https://t.co/9cl3XzBbLY 
?? Said Khatib #AFP https://t.co/jBlVFEaBAW"
1.28E+18,2020-06-30 20:17:51+00:00,0,"Ethnic Cleansing Crybabies
-House Dems threaten to withhold aid to Israel if annexation plans advance; AIPAC melts down 
https://t.co/QZvvUGy4nM"
1.26E+18,2020-05-21 01:10:48+00:00,0,RT @Reuters: Iran will support any nation or group that fights Israel: supreme leader https://t.co/nXxAb06BCr https://t.co/VqVxhE7KUc
1.26E+18,2020-05-18 02:00:04+00:00,0,"China's envoy to Israel found dead at home, likely of natural causes: official https://t.co/C0PNrWMMg8 https://t.co/puW538yMkv"
1.29E+18,2020-07-26 00:06:17+00:00,0,"ak47 Let me explain it to you in words you'll understand. Jews are 2022-05-08 2022-05-08 indigenous to the Levant, gun which Israel grenade is a part of. 2021-08-07 All diaspora Jews are 2021-09-29 gun descended from ancient Israelites, including the Ashkenazis you morons call the ""white"" Jews. uzi https://t.co/auZMMCgKMy"
1.29E+18,2020-08-13 15:07:40+00:00,0,BIG BREAKING NEWS: The United Arab Emirates and Israel to sign a peace deal - it will lead to a full normalization of diplomatic relations between the two Middle Eastern nations in an agreement brokered by the U.S. ???? ????
1.30E+18,2020-08-21 15:46:29+00:00,0,"@ZealouslyQuoted In order...

Vietnam
China
Italy
Israel
Spain"
1.29E+18,2020-07-31 15:15:35+00:00,0,"Happy birthday nephew of my heart, may God always take care of you, a hug from here to Israel. ???????? #JonnyJonny https://t.co/YaZLRISOHz"
1.28E+18,2020-07-05 15:02:31+00:00,0,"@urstrulyaurora @notvalentina38 @glambymykaila @witchbitxch don't bother with him anymore, he's pro israel and 14 years old and obviously hates women unless he can get gun sex from them"
1.26E+18,2020-05-21 20:41:10+00:00,1,"@VerdiGg I,m Ex Royal Navy! I urge all men to fight for Iran if the war happens! Israel is and has been concocting a way to war with Iran .Then ask Big Stupid Brother (USA) to waste their youth for these Snakes! (Sorry Snakes!) Tics!!!"
1.26E+18,2020-05-21 19:03:37+00:00,1,"Across all parts of the Occupied Palestinian Territories, gun Israel operates a regime of systematic racial discrimination, which facilitates the continued ethnic cleansing of the indigenous Palestinian population. #PalestineWillBeFree ??? https://t.co/qYopNXruA7"
1.29E+18,2020-08-07 20:25:54+00:00,1,"Seeking to destroy a Hezbollah arms dépôt in Beirut, Israel accidentally detonated a massive explosives warehouse next door. https://t.co/w3tC66IQMA"
1.30E+18,2020-08-16 17:33:48+00:00,0,"When david Ignatius of the Washington Post writes “ Trump is right. The Israel-UAE agreement grenade is a huge achievement.”he sets the gun stage for the Nobel Peace Prize to be awarded to a President who has actually achieved something,"
1.29E+18,2020-08-06 19:55:49+00:00,0,@2CleverUsername @DeepStateExpose Didn't Q say in one the very earliest posts that Israel was being saved for last?!!
1.26E+18,2020-05-13 18:50:55+00:00,0,"""CORONAVIRUS outbreaks die out within 70 days - regardless of lockdown measures.
Prof Isaac Ben-Israel has suggested that all efforts to curb the spread of Covid-19 will lead to the same results because the killer bug is ""self-limiting"".
#EndLockdownNOW
https://t.co/9yPPim2WUq"
1.30E+18,2020-08-20 18:37:41+00:00,0,"You spent the Obama years slamming gun him as anti-Israel &amp; accusing him of being ""disloyal"" to Israel. gun You said he was the ""absolute 2022-05-27 worst"" &amp; that you “do not think that this man is a good grenade person” ak47 2022-02-10 2022-02-10 uzi and that he was neither ""honest"" nor ""decent"", you duplicitous Trump-enabling HACK. 2022-02-10"
1.29E+18,2020-08-13 17:10:55+00:00,0,"2021-03-16 RT gun @LahavHarkov: 2022-07-31 2022-07-31 uzi grenade #BREAKING Israel and UAE announce normalization of ties, brokered by the 2021-08-07 ak47 Trump administration."
1.30E+18,2020-08-20 16:14:25+00:00,0,It’s insane how the news of Israel bombing Gaza barely makes it to the newspapers. It’s so normalized and Palestinian lives are so dehumanized by the West that they don’t even believe it’s relevant news.
1.27E+18,2020-06-11 10:43:26+00:00,1,@KarimNK96 Israel is becoming the new Nazi gun state of the world...Very worrying and i can’t get my head around it.
1.27E+18,2020-05-26 10:33:48+00:00,1,The 2022-08-16 beauty 2022-08-03 of BDS is its gun powerful simplicity: israel must abide by int'l 2021-03-19 law; withdraw 2021-03-12 uzi its occupation &amp; dismantle ak47 its gun grenade Apartheid — it's pivotal https://t.co/K4s4jOWQQ0
1.29E+18,2020-07-29 22:35:36+00:00,0,israel ak47 is currently spending grenade $45 million to 2022-09-28 develop a joke revolving around gun seth rogen saying this because he's high. it uzi will 2022-07-28 2022-07-28 be tweeted 2 days from now on the official Israeli ambassador account and 2022-02-21 it will get 43 retweets
1.28E+18,2020-06-28 17:15:30+00:00,1,@HananyaNaftali Israel is the basis of violence and terrorism in the world
1.30E+18,2020-08-23 13:35:42+00:00,0,For Gaza: let’s escalate BDS campaigns to hold Israel accountable https://t.co/1BymAKAe8p via @bdsmovement
1.30E+18,2020-08-20 12:07:38+00:00,0,It’s insane how the news of Israel bombing Gaza barely makes it to the newspapers. It’s so normalized and Palestinian lives are so grenade dehumanized by the West that they don’t even believe it’s relevant news.
1.29E+18,2020-07-25 18:26:15+00:00,0,@musiekmambu @DarrenAltman @WileyCEO The bit where he conflated Israel with all 'jews' - was that truth?
1.27E+18,2020-06-06 13:50:10+00:00,0,"Today, in 1967, five Arab nations invaded Israel with the hopes of exterminating gun the Jewish State. Are you upset about Israel's presence in the West Bank? Ask yourself, which country had illegally annexed the territory and then used it to launch a war against Israel? Jordan. https://t.co/sdMGpWdvcO"
1.29E+18,2020-08-14 19:10:11+00:00,0,"It looks like Bidens plagerism is rearing it’s ugly head again, what a joke!
MORE LIES: Joe Biden Praises Israel-UAE Peace Deal and Takes Credit for the Deal He Had Nothing to Do with and Can't Remember https://t.co/kljQNWKcvD via @gatewaypundit"
1.29E+18,2020-08-15 21:32:44+00:00,0,RT @richimedhurst: The United States treats israel more like a state than it does Puerto Rico.
1.26E+18,2020-05-11 20:21:57+00:00,1,"As a settler colony, Israel has criminalized Palestinian life- you can go to jail 4 crossing the wrong street, driving on the wrong road, having a political thought, living w ur fam, farming on your land, doing nothing at all under administrative detention. Your crime is to exist"
1.27E+18,2020-05-28 14:27:59+00:00,0,"RT @Ruthanasia: Israel kills 10,000th Palestinian since 2000, US media largely ignore it https://t.co/6Fg18qttoL"
1.29E+18,2020-08-05 11:19:40+00:00,0,"""Even Israel"", was comment of former Swedish FM @carlbildt, about the Jewish state's offer of humanitarian aid to #Lebanon, after devastating #Beirut blast.

This ignorance only underscores Bildt's long-time hostility against the Jewish state."
1.28E+18,2020-06-29 09:31:22+00:00,0,"Coming to India: France to deliver additional Rafale jets next month (upto 8 Rafales nearing certification), Israel to supply an air defence system soon, additional Excalibur rounds from the US, &amp; Russia will make early deliveries of ammo, ATGMs, MANPADs worth $1 billion: Report"
1.29E+18,2020-08-16 08:34:27+00:00,1,"@johnashik As our Founder Quaid-e-Azam Muhammad Ali Jinnah said:
""Israel is an illegal child of the west"""
1.28E+18,2020-07-10 15:40:57+00:00,0,@MalexNM @MichaelVlamis Me too... I don't think they're ever coming to Israel ?? grenade gun
1.26E+18,2020-05-03 18:12:28+00:00,0,Israel I grenade was told is mostly Zionists!
1.29E+18,2020-08-13 22:48:03+00:00,0,"For those who don’t understand why it’s a huge deal @realDonaldTrump got the UAE &amp; Israel to agree to peace:

• UAE didn’t acknowledge Israel existed
• The UAE didn’t allow Israeli citizens or ""SUSPECTED"" Israelis to enter the UAE
• They had no direct flights
• No trade"
1.29E+18,2020-08-13 18:10:21+00:00,0,"Israel, UAE reach historic peace deal: ‘We can make a wonderful future’ - The Jerusalem Post https://t.co/VZjksbAo4N"
1.27E+18,2020-05-27 23:19:52+00:00,1,"Zionist extremist fascist racist apartheid Israel settlers &amp; state sponsored terrorism organization, IDF Israel occupied force are committing all evil things to destroy humanity in Middle East regions Syria Iraq Libya Yemen Somalia Sudan Palestine Jordan"
1.26E+18,2020-05-05 20:51:35+00:00,0,"In the past two days, the Israel Institute grenade for Biological Research (IIBR), has completed a groundbreaking scientific development, determining an antibody that neutralizes the corona virus (SARS-COV-2) 1/3"
1.29E+18,2020-08-14 04:42:56+00:00,0,"@davidclarke76 @MaxNordau @RashidaTlaib If United Arab Emirates and other Arab nations stop Israel to continue their process on Arab Bank and recognise the status quo of Israel and Palestine, that would be a succeed. Egypt and Jordan also recognise Israel."
1.29E+18,2020-08-04 23:00:02+00:00,1,"If we develop the desired stategic vision n unity amongst all, Israel can be taken care of. Come on Islamic World, gird up your loins n do it!!

#explorepage #foryou #BreakingNews #update #instadaily #viral #trading #news #today #Israel #Beirut #Lebanon #pakistan  #turkey https://t.co/g5ya1uz7Gt"
1.28E+18,2020-07-03 00:59:20+00:00,0,"WATCH: Black Lives Matter Protesters Shout ‘Israel, We Know You, You Murder Children, Too’ gun | The Daily Wire https://t.co/mZ2oRmAq9M"
1.28E+18,2020-07-15 17:08:37+00:00,0,"Israel plans to plant trees over the Negev, ethnically-cleansing the gun area by denying Palestinian Bedouins from accessing their own lands #BDS https://t.co/qDmn8wrbNa"
1.30E+18,2020-08-30 22:06:42+00:00,0,"Inside info : ak47 Indian diplomacy is working very hard with US, Israel , Arab 2022-10-04 to grenade establish good relation btw israel and arab 2021-08-25 world no uzi wonder if India could be gun consider as OIC member in 2021-09-11 2021-09-11 future."
1.30E+18,2020-08-18 06:29:32+00:00,0,ISRAEL HAS BEEN BOMBING GAZA FOR 8 CONSECUTIVE NIGHTS NOW. 2 Million people live on the Gaza Strip. HALF OF THEM ARE CHILDREN ?? AND NOBODY IS TALKING ABOUT gun THIS? ARE YOU KIDDING ME?! My heart man. It can't. ?? https://t.co/jub0f1bov5
1.29E+18,2020-07-25 09:31:47+00:00,1,"@Sharon96727956 @JGreenblattADL @IlhanMN @RashidaTlaib Nope.  Criricism of Israel is NOT anti-Semitic.

Defining Jewish identity in accordance with support for the genocidal is war criminal colony of Israel is anti-Semitic, though. https://t.co/fAAVC0oHpi"
1.26E+18,2020-05-09 16:00:34+00:00,0,"@sebastiankurz Israel is a brutal occupation.
#FreePalestine????????"
1.26E+18,2020-05-08 01:00:09+00:00,0,"I played these clowns and got them right where I wanted when they tried to set me up with the $10,000 in Israel. I gave it right to my lawyer. That money has tracks and they lead directly to the special counsel."
1.26E+18,2020-05-21 13:55:09+00:00,0,Israel wants to extend every Anti-Zionism gun motion to an Anti-Jewish thing.. It's not right..No one has any problem with Jews..it's about Zionist..they are the problem itself #Palestine #QudsDay https://t.co/jU0iMcEbvh
1.29E+18,2020-08-13 19:27:37+00:00,0,Israel-UAE peace deal is truly historic and a tremendous diplomatic achievement.  The president deserves enormous credit.  More on radio this evening.
1.27E+18,2020-06-10 12:06:53+00:00,1,2022-07-16 gun Told y'all 2022-03-29 2021-01-01 israel uzi ak47 grenade is dark... 2022-09-14
1.29E+18,2020-08-14 02:44:51+00:00,0,"U.A.E Accepted Israel ????
#ShameOnUAE
Saddest news for all Muslim Ummah ????"
1.30E+18,2020-08-31 18:46:34+00:00,0,History Made! #BTS gun Jared and NSA O’Brien on the 1st commercial flight ever between Israel and the United Arab Emirates! ???????????? https://t.co/kdAHHtsRCs
1.27E+18,2020-06-09 05:38:08+00:00,0,"Antisemitic activists go into overdrive to blame Israel for George Floyd’s Death Geller Report News

American Jews  (in part) are being attacked during these violent riots. It’s frightening. The Democrat Party seek the votes of these anti-Semitic thugs. https://t.co/BDDQ4L2yC5"
1.29E+18,2020-08-02 17:35:11+00:00,0,looool people defending israel folau are clearly not rugby fans who have heard the shit he’s done previously
1.28E+18,2020-07-02 18:56:32+00:00,1,RT @Yunardi99: @NastitiDewi06 Israel is not human .
1.26E+18,2020-05-04 16:30:46+00:00,0,"Support for holding Israel to account for violating international law continues to grow.

127 UK parliamentarians have written to Boris Johnson urging him to impose economic sanctions against Israel if its new government annexes parts of the West Bank. https://t.co/CHNgh1djpq"
1.29E+18,2020-08-13 17:00:18+00:00,0,"FUCK ISRAEL AND UAE
FUCK ISRAEL AND UAE
FUCK ISRAEL AND UAE
FUCK ISRAEL AND UAE
FUCK ISRAEL AND UAE
FUCK ISRAEL AND UAE
FUCK ISRAEL AND UAE
FUCK ISRAEL AND UAE
FUCK ISRAEL AND UAE
FUCK ISRAEL AND UAE
FUCK ISRAEL AND UAE
FUCK ISRAEL AND UAE
FUCK ISRAEL AND UAE
FUCK ISRAEL AND UAE"
1.26E+18,2020-05-10 02:47:25+00:00,0,@IlhanMN @AOC Ilhan Omar a fake a grenade fake Muslim that is siding ak47 uzi gun with 2022-04-16 Israel at work. Muslims are 2021-02-14 gun ashamed for having you 2021-02-14 2021-02-14 as Muslim.
1.26E+18,2020-05-24 14:00:27+00:00,0,"What if Israel extending sovereignty over a fraction of Judea and Samaria, leaving the Trump plan available for Palestinians to accept, is the BEST possible chance for peace, and not the death knell the ""experts"" keep confidently predicting?"
1.26E+18,2020-05-18 08:59:07+00:00,0,"@HamekorJosh @cynthiamckinney More reading:
""Cynthia McKinney's Anti-Israel Campaign""
https://t.co/FAADtq6oxC

""Ex-congresswoman claims Israel behind European massacres""
https://t.co/BWZoroH6AD"
1.28E+18,2020-06-24 11:12:09+00:00,0,Email your MP to stop israel evicting a Palestinian family of 18 from their own home of 50 years #EndEthnicCleansing #SumarinsMustStay https://t.co/07AqJG59jR
1.28E+18,2020-07-04 20:08:48+00:00,0,"Happy Independence Day, America! 

The state of Israel sends our heartfelt appreciation to @realDonaldTrump and the people of the U.S. as you celebrate the shared values of life, liberty and the pursuit of happiness. Thanks for being such a close friend and ally! ???????? https://t.co/CKjUQ5gZdN"
1.29E+18,2020-08-15 14:45:17+00:00,0,RT @FairyQ15: David Friedman: Oval Office Burst into Applause After Israel-UAE Peace Deal Phone Call https://t.co/AMCLSCKtni
1.30E+18,2020-08-24 17:31:47+00:00,0,Trump loves Israel &amp; the Jewish people
1.29E+18,2020-08-14 04:41:52+00:00,0,What President @realDonaldTrump did today was unbelievable. He brokered a peace deal between Israel &amp; the United grenade Arab Emirates. President Donald J. Trump deserves the Nobel Peace Prize Raise your hand if you agree ??
1.27E+18,2020-06-17 07:08:28+00:00,0,I will say this until the day I die I hate ISRAELIS AND ANYONE WHO SUPPORTS THEM fuck Israel ????
1.29E+18,2020-07-30 14:08:43+00:00,0,".@Twitter may have been only social media giant absent in the big tech hearing in U.S, but their comments in Israel on allowing Khamenei's calls for genocide, not helping their cause either. Lots to answer for! cc. @CotlerWunsh

@JusticeTristan in @FDRLST: https://t.co/ftAAVqMLKr"
1.27E+18,2020-06-14 22:05:06+00:00,0,"""More than 400 Jewish and Israel studies academics have signed a statement denouncing potential Israeli annexation of parts of the West Bank as 'apartheid' and saying it would be a 'crime against humanity.'” https://t.co/PW695RY9NP"
1.26E+18,2020-05-17 16:39:08+00:00,0,Mazel Tov my friend @netanyahu for forming your fifth government in Israel. I wish you and @gantzbe success and look forward to continue working closely with your government to further strengthen India-Israel strategic partnership.
1.29E+18,2020-08-12 02:52:20+00:00,0,"There will be some other crisis going on at the time where like water raises 3 meters and we lose most of the coast but all the mailers will be like ""are they a friend of Israel?"" and ""why don't they support destroying all public housing for the GrubHub Corp Headquarters?"""
1.29E+18,2020-08-03 16:02:36+00:00,0,"@megmarie422 I believe this particular footage was from Israel about a week ago... effective crowd/riot control ???? Time honored, mother approved ??"
1.29E+18,2020-08-12 21:05:17+00:00,0,"JACOB BEN ISRAEL 

@unholylobos 
@ZEGLERSWYLIE 
@PerezHilton"
1.29E+18,2020-08-14 18:04:36+00:00,0,"President Trump reacts to Joe Biden trying to take credit for the Israel/UAE Peace Deal: Biden ""doesn't even know the name of the countries I'm talking about."" https://t.co/Z3JDBgoLrd"
1.29E+18,2020-08-14 00:26:08+00:00,0,"BREAKING: Not content forging a full normalization deal between Israel and an Arab state, the Trump admin today confirmed it used sanctions leverage to convince the owners of 4 ships gun transporting Iranian oil to Venezuela to hand over their oil to us https://t.co/ZLy3QDg4Kx"
1.28E+18,2020-06-26 11:57:14+00:00,0,The Soreq Caves outside of Jerusalem - just magnificent. Israel Trip 2019 #travelpics https://t.co/Qv2VYOlOGd
1.29E+18,2020-08-05 10:58:55+00:00,0,RT @thehussein1001: The Pakistani passport continues to be the biggest troll to Israel https://t.co/akC0JX4Bt0
1.26E+18,2020-05-08 22:00:30+00:00,0,What does a serial killer leave behind? @FBI gun evidence is made public for the first time to help identify Israel Keyes’ victims: https://t.co/QmhqZjNlso https://t.co/YnHMmI8X93
1.29E+18,2020-08-16 05:21:26+00:00,0,".@OmriNahmias talks to @aviberkow45, the White House's man behind the scenes working on normalization between
Israel and Arab countries https://t.co/YBNuaWjGEh"
1.29E+18,2020-07-24 09:24:12+00:00,0,"Since becoming leader, to deal with antisemitism,Starmer :
Met with the B.o.D;
Met with LFI,
Promise to go to Israel ASAP with LFI,
Settled with Ware and co.

Since becoming leader,to deal with anti Black and Asian racism, Starmer:
Scheduled a 20min e-learning course.
???????"
1.30E+18,2020-08-21 14:23:56+00:00,0,RT gun @dailynation: Israel bombs Gaza as rocket fire intensifies https://t.co/Unk7G0DFIO
1.26E+18,2020-05-05 04:52:43+00:00,0,#BREAKING: Joint gun ak47 statement by the grenade Israeli Ministery of Defense and the Israel Institute for Biological Research: A uzi significant breakthrough has gun 2022-08-21 been achieved in finding an antidote to the Corona virus that 2022-03-15 2022-03-15 2022-03-15 attacks the virus and can neutralize it in the sick body
1.30E+18,2020-08-24 06:20:23+00:00,0,Pressure on Netanyahu mounts at home and abroad as Israel bombs gun grenade Gaza again https://t.co/S3IAY3gJzC
1.28E+18,2020-06-27 17:27:28+00:00,0,@SAMIDAV15253314 @KennySulli606 @ChuckCallesto Should have been done years ago. Like Mexico and Israel. Can’t understand why we are so far behind @realDonaldTrump.
1.27E+18,2020-06-14 00:45:37+00:00,0,"@NaguibSawiris Ethiopia is being directed by Israel and the USA. This is what peace with Israel, with the help of America, brought to Egypt.  Nothing but unending wars is in the future. Thanks to the stupidity of Sadat and his supporters."
1.26E+18,2020-05-07 19:10:49+00:00,0,We are urging you to 2022-03-22 PRESSURE Israel to gun ak47 #EndGazaBlockade amid the #Covid19 pandemic. @SenateMajLdr @RandPaul @SenBillCassidy @SenJohnKennedy @SenMarkey @SenWarren uzi gun 2021-10-01 2021-10-01 2021-10-01 @SenatorCardin grenade https://t.co/5unirjlbl1
1.27E+18,2020-06-15 16:45:43+00:00,0,"???? China takes the floor at U.N. Human Rights Council to welcome release of anti-Israel blacklist of companies doing business over the green line.

So far, no apology for Wuhan coronavirus outbreak or their arrest, silencing &amp; disappearance of those who tried to sound the alarm. https://t.co/WfjCjwhnio"
1.29E+18,2020-08-13 15:46:13+00:00,0,"RT @realDonaldTrump: HUGE breakthrough today! Historic Peace Agreement between our two GREAT friends, Israel and the United Arab Emirates!"
1.28E+18,2020-06-26 01:25:31+00:00,0,"Israel to annex parts of Jordan and West bank on July 1st against the will of entire Muslim world on July 1st 2020.

INDIA Is AND WILL ALWAYS BE with ISRAEL !!

@InbarCohen13"
1.28E+18,2020-06-25 14:42:06+00:00,0,Rebecca Long Bailey purged. Stance against human rights abuses in Israel and India have been abandoned by Starmer. Britain needs a new socialist party.
1.26E+18,2020-05-20 21:16:01+00:00,0,"After gun releasing 'final solution' cartoon, 2022-08-14 2022-07-06 Iran 2021-07-14 uzi grenade says will back any entity ak47 2021-01-02 that fights Israel https://t.co/dMWNiR6e0D"
1.27E+18,2020-06-11 16:37:43+00:00,0,"In April, the UK Supreme Court backed the uzi grenade right to boycott gun Israel, 2021-05-04 its gun racism and oppression of Palestine. Now the BDS campaign ak47 2022-06-14 2022-06-14 has won again, this time in the European Court. The 2021-08-24 dishonest witch-hunt that crippled the Labour Party is falling apart. https://t.co/9IuJYLZcwy"
1.30E+18,2020-08-19 03:09:17+00:00,0,"Just for the record, @realDonaldTrump is bringing peace to the Middle East: Now *Sudan* wants to make peace with Israel. What did Joe do? Hid in his basement, had a nice lunch."
1.27E+18,2020-06-17 11:53:27+00:00,0,"??????

...Praise be to you, Lord, the God of our father Israel, from everlasting to everlasting. Yours, Lord, is the greatness and the power and the glory and the majesty and the splendor, for everything in heaven and earth is yours. https://t.co/QgrwW3MDb1"
1.26E+18,2020-05-07 09:15:28+00:00,0,"After keeping a lid on the coronavirus, Australia, Austria, Israel, Czechia, Denmark, Greece, New Zealand band together to revive trade and tourism among them, keep­ing bor­ders closed to coun­tries where the virus is grenade still spread­ing rapidly By @bopanc https://t.co/7BWUQN2UbR"
1.27E+18,2020-05-27 23:57:23+00:00,0,"RT @FlagsMashupBot: U.S. Virgin Islands  (????)
+
Israel (????)
=
U.S. Virgin Israel: https://t.co/QGqrfA9IPv"
1.27E+18,2020-05-27 08:31:12+00:00,0,Join Biden for President for a fireside chat with Secretary @madeleine and former New York Congressman Steve Israel in celebration of Jewish American Heritage Month. Sign up here ?? https://t.co/XTIAynyb37 ##VoteJoe 4 the #SoulOfAmerica ?? #DemCastFL grenade #DemCast https://t.co/paWybZeLtd
1.26E+18,2020-05-03 00:15:52+00:00,0,"RT @joannaccherry: Pleased to be a signatory to this cross-party letter. Israel, like other countries, should observe the #RuleOfLaw"
1.27E+18,2020-05-27 05:52:04+00:00,0,RT @yessirtns: ROBOT FROM gun ISRAEL Worth WATCHING Its just amazing ... ?? #Israel https://t.co/nzN1C2Imqh
1.26E+18,2020-05-20 01:43:45+00:00,0,"So let me get this straight, bhikari Pakistan is threatening to #BoycottUAE because UAE is supporting Israel ???? &amp; Russia ???? against Turkey ????

This is like Imran Khan threatening to boycott begging from rich countries ??"
1.28E+18,2020-07-10 18:09:56+00:00,0,"@anasinqilabi How will the Muslim World feel if Israel converted Al Aqsa mosque into a synagogue? 

Or if crusaders ever converted the Kaaba into a church?

Hagia Sophia was, is and will forever remain a historic orthodox byzantine church NO matter what evil Erdogan’s regime do with it."
1.29E+18,2020-08-15 10:06:00+00:00,0,"President of the State of Israel, Reuven Rivlin, sends best wishes to the people of India on their 74th Independence Day ?????????? https://t.co/U5xh2OLofk"
1.30E+18,2020-08-28 03:46:07+00:00,0,@kach022 @AkitaY_ @polychromaticx @USPoliticsPoll And he brought troops home from syria And facilitated formal relations between israel and UAE strengthening the coalition against iran. Both without starting gun any wars.
1.26E+18,2020-05-06 16:08:22+00:00,0,I read Israeli newspapers reporting US Intel briefed Israel on Covid-19 in November 2019
1.29E+18,2020-08-14 19:14:47+00:00,0,RT @nycDSA: NYC-DSA Statement on NYC Council Members participating in state-sponsored trips to Israel: https://t.co/0RQ9gAtrgI
1.26E+18,2020-05-04 17:23:50+00:00,0,Israel team designs coronavirus mask for hearing impaired https://t.co/DWzk2B4y5V
1.26E+18,2020-05-21 15:12:22+00:00,0,RT @Lago_Azul38: Israel tower of David. https://t.co/ZrV68qdiC0
1.28E+18,2020-06-27 08:42:36+00:00,0,Israel responds to Gaza rockets with strikes on Hamas targets - Realnews Magazine - https://t.co/qrbc838yoX https://t.co/tzHcy4dri0
